Year,Year Code,Country Name,Country Code,GDP,Compulsory years - legal,Entrance age to education,Govt Expenditure (USD),GER - tertiary education,GER - Primary,Overall Labour Force,Labor force - advanced education,Labor force - basic education,Early childhood enrollment,Early childhood enrollment - pre primary,GER - tertiary -Male,GER - tertiary -Female,Net flow - international students,Outbound mobility ratio,Youth literacy rate,Unemployment,"Unemployment, male","Unemployment, female",Percentage with no schooling - adults,Net enrollment rate,Net enrollment rate - upper secondary,Teachers - secondary education
2014,YR2014,Spain,ESP,29461.55033,10,6,58930.47057,85.44627,107.15204,23181003,81.5490036,51.11579895,1886886,1443001,77.79098,93.49333,24463,1.66297,99.70474,24.44099998,23.60000038,25.4279995,2.09632,99.73279,90.13399,131385
2014,YR2014,Mexico,MEX,10922.37605,12,4,69154.23482,31.09414,108.00575,52542478,79.83930206,57.7038002,5040480,4797728,31.35193,30.83395,-19984,0.847,99.33516,4.809000015,4.787000179,4.847000122,7.78939,99.50078,67.70419,437593
2014,YR2014,Japan,JPN,38109.41211,9,6,185120.5019,49.331295,99.812952,66175617,77.6850001,70.11234,2880706,2880706,42.18342,55.28599113,98803,0.87721,97.234782,3.599999905,3.729000092,3.426000118,2.237605625,98.05180857,69.23613667,279959
2014,YR2014,Germany,DEU,47959.99327,13,6,191850.8427,65.50391,100.53864,42318973,73.64219666,37.14690018,2970435.5,2224600,66.97768,63.94287,92044,4.06902,99.59972,4.980999947,5.282000065,4.629000187,0,96.76399,89.09322,410254.9857
2014,YR2014,France,FRA,43008.64738,10,6,144370.112,61.51048,101.28035,30068094,77.38800049,31.7765007,2583890,2583890,54.95664,68.3063,153050,3.43564,99.43218667,10.29199982,10.53299999,10.02799988,0.0003,98.63812,93.72783,233176
2014,YR2014,China,CHN,7651.366044,9,6,17708.3,42.43073,95.79643,783684170,83.166,86.05,38946903,38946903,39.43411,45.75697,-662567,1.83852,99.29699925,4.609000206,5.092999935,3.993999958,6.18975,97.826,89.19,3566118
2014,YR2014,Singapore,SGP,57562.53079,6,6,8612.56,83.3454675,99.71186,3364032,85.2389,76.7342,2958206,1864899.333,73.34429,82.32389,29642,8.69869,99.90047,3.74000001,3.477999926,4.111999989,0.012,99.91815333,99.90859667,292980
2014,YR2014,Malaysia,MYS,11319.07976,6,6,17621.94915,39.50857,104.36137,14282710,68.25,68.98999786,894079,894079,33.88727,45.43081,37144,5.54105,98.1452,2.880000114,2.671999931,3.221999884,6.976238,99.8924,61.17901,273923
2014,YR2014,Uruguay,URY,16831.97294,12,4,2343.973066,60.72049,111.33335,1750156,83.92649841,65.15440369,181517,129248,44.41368,46.00555,-27547,2.7084,98.88511,6.546999931,5.065000057,8.359999657,0.99327,97.02792,82.90934,21439
2014,YR2014,Thailand,THA,5951.883702,9,6,17023.54,50.18006,102.11088,38995309,85.69120026,70.76190186,2819701,1737040,42.74183,57.7868,-1974,1.10223,96.90061833,0.575999975,0.584999979,0.56400001,4.495174333,97.96249071,80.75744,129075
2015,YR2015,Argentina,ARG,13789.06042,12,4,34353.38171,84.002,111.30341,19360544,82.44256592,51.04558563,1755943,1638369,64.05334,104.51591,66437,0.27284,99.5597,7.75,6.965000153,8.850999832,0.70464,99.9437,88.96875,200412
2015,YR2015,Brazil,BRA,8814.000987,12,4,112477.2584,49.23457,133.4412,101600929,81.36380005,63.55189896,7972230,4923158,43.45443,51.2343,-30953,0.61322,99.22667,8.427000046,7.212999821,10.05500031,11.07827,93.97845,87.34534,789074
2015,YR2015,Chile,CHL,13574.17183,12,6,11891.8011,85.26672,100.68484,8861615,83.93240356,49.01139832,770389,616237,80.73681,89.94314,-9806,1.11442,99.37321,6.507999897,6.06400013,7.137000084,2.72484,96.29394,94.41746,26768
2015,YR2015,United Kingdom,GBR,44966.10193,11,5,170229.8069,56.45849,101.92527,33481424,83.76429749,56.89179993,2035420,1667614,48.57049,64.65976,399354,1.35085,95.6174975,5.301000118,5.454999924,5.124000072,0.163903333,99.93433,99.37306,151426
2015,YR2015,Switzerland,CHE,82081.60921,9,5,34675.32489,57.70735,104.1842,4813826,80.59169769,51.41090012,168860,168860,56.90904,58.53498,37862,4.32312,99.4778975,4.801000118,4.703999996,4.912000179,0.30746,99.83138,81.66404,32588
2015,YR2015,Spain,ESP,25732.01836,10,6,51229.60894,85.61178,106.36399,23115401,81.27960205,50.76549911,1842383,1398107,78.34086,93.2418,24463,1.7804,99.65738,22.05699921,20.77700043,23.5510006,2.03243,99.67222,91.29831,132097
2015,YR2015,Mexico,MEX,9605.952351,12,4,61281.90945,31.81904,106.60611,53574700,79.00839996,57.87070084,5059882,4814886,32.07144,31.56362,-20665,0.87214,99.32804,4.313000202,4.229000092,4.453000069,7.68402,99.4255,70.32066,457131
2015,YR2015,Japan,JPN,34524.46986,9,6,185529.6199,49.331295,99.812952,66363530,77.55999756,70.39475115,2874837,2874837,41.97236,55.28599113,101423,0.79465,97.847634,3.400000095,3.61500001,3.112999916,3.23987,98.02342,70.23876,280977
2015,YR2015,Germany,DEU,41139.54457,13,6,162481.9365,67.74687,101.66745,42592924,73.34190369,37.21989822,3014045.5,2230504,68.40745,67.04391,111658,3.93238,99.59972,4.624000072,4.97300005,4.21999979,0,98.14315,88.62628,411404.2719
2015,YR2015,France,FRA,36613.37522,10,6,145621.168,62.78593,101.98964,30138027,77.51509857,30.8159008,2595862,2595862,56.10227,69.71964,152725,3.57584,99.43218667,10.35900021,10.79599953,9.880999565,0.00027,99.48502,94.28584,232561
2015,YR2015,China,CHN,8033.388043,9,6,17708.3,46.04043,96.3186,784597090,82.97,86.34,40507145,40507145,42.33761,50.17866,-696728,1.89049,99.29699925,4.629000187,5.114999771,4.012000084,6.18975,97.98,89.53,3565616
2015,YR2015,Singapore,SGP,55646.61875,6,6,8745.77,83.3454675,99.71186,3451949,84.7643,74.2342,3073664,1946821,73.34429,89.34897,28456,8.59273,99.7849,3.789999962,3.655999899,3.977999926,0.0109,99.91815333,99.90859667,292980
2015,YR2015,Malaysia,MYS,9955.242127,6,6,14750.93764,45.59271,103.81867,14612026,69.33000183,68.94999695,934418,934418,39.83598,51.66175,46718,4.97083,98.045,3.099999905,2.921000004,3.39199996,6.5672,99.51663,61.94832,276230
2015,YR2015,Uruguay,URY,15613.76427,12,4,2343.973066,59.69622,111.04048,1749234,82.79679871,64.07710266,185497,131266,44.41368,48.4289,-32568,2.84352,98.91739,7.487999916,6.364999771,8.855999947,1.03012,99.98552,78.29134,22002
2015,YR2015,Thailand,THA,5840.046948,9,6,15809.45,50.087995,100.65086,38916820,85.16750336,70.33809662,2713883,1636244,43.70435875,56.5884475,-45,1.12305875,98.14446,0.597000003,0.588999987,0.606000006,4.495174333,97.96249071,79.08281,129012
2016,YR2016,Argentina,ARG,12790.24247,12,4,30917.83822,87.21345,110.73918,19696452,83.12294579,51.04558563,1787365,1664915,65.87956,109.16721,67499,0.26752,99.50271,7.977000237,7.150000095,9.118000031,0.97811,99.54761,90.58749,212374
2016,YR2016,Brazil,BRA,8712.887044,12,4,113381.1543,51.08743,132.6629,102508951,81.66040039,48.56869888,8279104,5040210,44.56234,53.34545,-32517,0.63123,99.30301,11.60000038,10.20600033,13.45800018,7.75989,92.98643,88.34733,784080
2016,YR2016,Chile,CHL,13748.08766,12,6,13378.53622,87.18814,100.97826,9001237,82.95760345,48.28279877,779953,619062,81.96105,92.58558,-9426,1.1316,99.12297857,6.737999916,6.366000175,7.261000156,2.324490313,96.93685,94.73426,25149
2016,YR2016,United Kingdom,GBR,41074.16728,11,5,158925.733,58.42562,101.33521,33801224,83.77079773,58.55080032,2248162,1830312,49.96683,67.22568,397503,1.44508,95.6174975,4.813000202,4.926000118,4.683000088,0.163903333,99.65208, ,154178.1732
2016,YR2016,Switzerland,CHE,80172.1933,9,5,34268.50789,58.04695,104.62911,4889830,81.03820038,51.50999832,172439,172439,57.48347,58.63094,38492,4.54636,99.4778975,4.918000221,4.84100008,5.006000042,0.33131,99.98659,82.42854,31062
2016,YR2016,Spain,ESP,26505.62433,10,6,52087.73246,86.51608,104.21417,23103511,80.83879852,49.98529816,1810638,1365360,78.98772,94.41169,11746,1.93483,99.68537,19.63500023,18.12299919,21.38500023,1.90819,99.04465,93.56269,136301
2016,YR2016,Mexico,MEX,8739.756043,12,4,52919.54655,38.43338,106.27773,54396002,79.11740112,57.30099869,5067884,4822677,38.30063,38.56783,-21161,0.7967,99.40305,3.858999968,3.828999996,3.90899992,7.36619,99.34545,72.53628,471892
2016,YR2016,Japan,JPN,38794.33094,9,6,139856.572,49.331295,99.812952,66850743,77.72000122,70.39475115,2857813,2857813,41.48239,55.28599113,111808,0.82272,96.94794933,3.099999905,3.316999912,2.813999891,3.83489,98.09876,71.236715,283343
2016,YR2016,Germany,DEU,42098.92045,13,6,167800.2395,69.58059,102.67756,43055076,73.7539978,38.03710175,3090459,2269368,69.69071,69.46286,126487,3.88055,99.59972,4.122000217,4.451000214,3.740999937,0,99.48571,87.87032,412192.1363
2016,YR2016,France,FRA,36962.22229,10,6,145621.168,64.72768,102.26043,30195919,77.28890228,30.22660065,2585296,2585296,57.97096,71.7322,154507,3.6627,99.43218667,10.05700016,10.24400043,9.852000237,0.00025,99.8328,94.44494,239876
2016,YR2016,China,CHN,8078.790474,9,6,18735.6,48.01902,97.96192,784950069,83.166,86.05,42648284,42648284,43.81256,52.7417,-730792,1.97857,99.29699925,4.534999847,5.010000229,3.928999901,5.9345,97.826,89.19,3542203
2016,YR2016,Singapore,SGP,56724.17039,6,6,8935.98,83.94098,99.782,3496292,84.2897,72.2342,3107358,1965057.333,77.85877,90.57452,27829,8.57329,99.92658,4.079999924,3.786999941,4.487999916,0.0103,99.98961,99.86901,300043
2016,YR2016,Malaysia,MYS,9817.740861,6,6,14315.40268,46.7621,104.99918,14851647,69.25,69.08999634,943022,943022,43.15045,50.57597,59046,4.86974,97.94062,3.440000057,3.137000084,3.928999901,6.05713,99.82064,62.90329,279234
2016,YR2016,Uruguay,URY,15387.14403,12,4,2507.45864,62.54457,109.70778,1750871,83.15799713,63.8368988,188133,132437,45.5676,52.331565,-37589,2.82703,99.14806,7.84100008,6.5,9.451000214,0.98339,99.99986,80.76758,22562
2016,YR2016,Thailand,THA,5978.611454,9,6,14376.79027,49.28681,100.75753,38662091,84.22689819,70.03530121,2700778,1714140,41.04878,57.76924,794,1.27669,96.90061833,0.688000023,0.666000009,0.713999987,4.495174333,97.43876,77.45632,129500
2017,YR2017,Argentina,ARG,14591.86338,12,4,35105.55042,89.95852,109.74146,20035267,79.03289795,48.49480057,1819221,1694680,67.77473,112.79844,79853,0.28718,99.474685,8.347000122,7.52699995,9.463999748,0.939571111,99.56731,89.6001,267393
2017,YR2017,Brazil,BRA,9880.946543,12,4,130423.5672,53.34905,133.5679,104260712,81.58930206,48.52799988,8508731,5101935,46.23424,54.23245,-38205,0.68688,99.32831,12.82199955,11.36999989,14.71800041,7.15226,92.45355,89.3424,763995
2017,YR2017,Chile,CHL,15037.35028,12,6,15014.3391,88.46442,101.43016,9208644,82.45729828,48.3465004,787974,616615,82.46128,94.66281,-11273,1.28984,99.04568,6.958000183,6.599999905,7.454999924,2.58394,97.73008,94.84831,27326
2017,YR2017,United Kingdom,GBR,40361.41738,11,5,146625.3507,59.99557,101.15456,34014019,83.81999969,59.32759857,2191708,1763125,50.97231,69.37931,399198,1.50238,95.6174975,4.335000038,4.43599987,4.21999979,0.11526,99.56963,96.31014,151420.7793
2017,YR2017,Switzerland,CHE,80450.04582,9,5,34882.73526,59.56299,105.19068,4919831,80.91500092,50.55279922,172688,172688,58.82378,60.32979,38995,4.78127,99.73227,4.796999931,4.570000172,5.058000088,0.30867,99.85362,82.81398,30408
2017,YR2017,Spain,ESP,28100.85228,10,6,55228.79532,88.85301,102.71029,23047059,80.46019745,49.01869965,1782423,1321027,81.05325,97.02816,23429,2.06439, ,17.22400093,15.66300011,19.03499985,2.247153333,97.46907,96.17385,137743
2017,YR2017,Mexico,MEX,9278.418168,12,4,52362.28281,40.22896,105.77001,55131907,78.26239777,56.9469986,5174867,4942523,39.8398,40.62317,-9778,0.78784,99.43508,3.420000076,3.311000109,3.601000071,7.10929,99.27124,73.83875,479821
2017,YR2017,Japan,JPN,38331.9794,9,6,156643.9975,49.331295,99.812952,67288388,78.09999847,70.39475115,2872084,2872084,40.89324,55.28599113,132576,0.82433,96.94794933,2.799999952,2.927000046,2.63499999,3.89754,98.12389,72.23467,281623
2017,YR2017,Germany,DEU,44240.04411,13,6,179812.0307,70.24665,104.02236,43289005,73.55529785,38.86999893,3164317.5,2307513,69.81855,70.70689,135912,3.97713,99.46256,3.746000051,4.118000031,3.315000057,0,99.4707,88.50902,409323.9456
2017,YR2017,France,FRA,38679.12715,10,6,141477.1359,65.80223,102.41722,30236801,76.6371994,30.28050041,2561237,2561237,58.83112,73.04025,168968,3.53012,99.43218667,9.397000313,9.454000473,9.336000443,0.0002,99.9416,95.06626,240422
2017,YR2017,China,CHN,8759.041578,9,6,19364.3,49.07326,99.40481,784839482,83.166,86.05,44138630,44138630,44.71566,53.97915,-771257,2.10382,99.29699925,4.440999985,4.90500021,3.846999884,5.1435,97.826,89.19,3561354
2017,YR2017,Singapore,SGP,60297.79378,6,6,9398.67,84.79291,99.988,3497085,84.05119918,71.2348,3267205,1965057.333,78.93885,91.19697,29476,8.62157,99.93044,4.199999809,4.032000065,4.43599987,0.0099,99.96919,99.91046,316293
2017,YR2017,Malaysia,MYS,10254.23402,6,6,14919.49014,43.71518,105.2916,15114465,71.4,71.8,988393,988393,40.54763,47.06639,37489,5.06644,97.84631,3.410000086,3.089999914,3.927000046,6,99.64564,63.22058,280030
2017,YR2017,Uruguay,URY,16437.24487,12,4,2881.43219,63.12577,108.45944,1748271,83.26490021,63.18270111,187852,132580,44.41368,54.6782,-45014,3.16642,98.93046,7.889999866,6.563000202,9.482000351,0.86699,99.69451,88.22529,22998
2017,YR2017,Thailand,THA,6578.188865,9,6,14023.45,50.087995,99.62503,38490554,83.91069794,69.47789764,2665499,1727076,41,57.64753792,854,1.12305875,96.90061833,0.829999983,0.818000019,0.845000029,4.495174333,98.13247,75.45621,125727
2018,YR2018,Argentina,ARG,11683.94962,12,4,33458.92345,87.05799,113.857277,20551682,79.57689667,48.45800018,1662697.6,1555292.6,69.43221,114.2214,87738,0.319525,99.50552,9.220000267,8.225999832,10.53800011,0.77269,99.642114,86.311203,287362
2018,YR2018,Brazil,BRA,8920.762105,12,4,124640.4621,54.66678, ,105542232,81.12419891,47.87459946,8745184,5157892,49.32444,56.23423,-46002,0.76851,99.38339,12.33399963,10.86900043,14.22999954,6.91233,91.54345,90.34343,763031
2018,YR2018,Chile,CHL,15923.35874,12,6,15014.3391,90.89631,102.17922,9391133,82.56060028,47.63259888,795442,619608,84.11824,97.89286,-11046,1.33309,99.12297857,7.232999802,6.688000202,7.979000092,2.350435281,98.71613,95.37848,27644
2018,YR2018,United Kingdom,GBR,42943.90227,11,5,150820.2426,61.38289,100.99555,34329233,83.93930054,60.52349854,2184191,1764604,51.98603,71.14698,413093,1.58024,96.34589,3.996000051,4.045000076,3.940000057,0.1,99.33691,95.59295,150036.5803
2018,YR2018,Switzerland,CHE,82796.54716,9,5, ,61.37745,105.47647,4953327,81.27539825,51.52030182,173911,173911,60.47684,62.31203,37809,5.36944,99.78372,4.712999821,4.367000103,5.109000206,0.32221,99.91752,81.94932,30577
2018,YR2018,Spain,ESP,30370.89233,10,6, ,91.11257,101.98935,23064439,80.11849976,48.23329926,1769213,1296004,82.66291,99.96835,28878,2.04859,99.75977,15.25500011,13.72700024,17.03300095,1.71335,96.9241,98.3443,139938
2018,YR2018,Mexico,MEX,9673.443674,12,4, ,41.5228,105.02807,56253063,77.50910187,56.91059875,5119891,4899899,40.74708,42.309,-26973,0.74962,99.49106,3.282999992,3.196000099,3.427000046,6.59911,99.30054,73.85124,492124
2018,YR2018,Japan,JPN,39289.95843,9,6, ,50.087995,99.77436,68358370,78.33000183,69.89360046,2823857,2823857,40.23322,57.64753792,150845,0.82611,98.70497,2.400000095,2.573999882,2.177999973,4.61786,98.23487,74.98642,280827
2018,YR2018,Germany,DEU,47603.02763,13,6, ,70.34264,103.89456,43560137,73.44190216,39.29880142,3244126,2358517,69.28555,71.48545,189200,3.91754,99.75262,3.384000063,3.792000055,2.910000086,0,99.31106,86.12195,413060.0092
2018,YR2018,France,FRA,41463.64402,10,6,149765.2,67.62466,102.874,30396906,76.59619904,29.62400055,2543279,2543279,60.34038,75.21048,130135,3.79908,99.57262,9.059000015,9.022999763,9.097000122,0.00018,99.95786,95.46092,241852
2018,YR2018,China,CHN,9770.847088,9,6,19646.5,50.60444,100.22275,783424134,84.12,86.24,46001393,46001393,45.92842,55.88122,-815096,2.21067,98.348734,4.276000023,4.722000122,3.703000069,5.2345,98.12,89.04,3618804
2018,YR2018,Singapore,SGP,64581.94402,6,6,9796.34,88.88645,99.998,3493801,83.81269836,69.89360046,3287205,2184589,82.913,95.41782,28004,8.57292,99.92963,4.019000053,3.848999977,4.255000114,0.0084,99.79566,99.94632,328397
2018,YR2018,Malaysia,MYS,11373.233,6,6,16069.00368,45.12539, ,15381536,72.8,73,999557,999557,40.6635,49.85466,46729,4.81793,97.07494,3.349999905,3.055000067,3.825999975,5.97521,99.64564,64.36447889,280827
2018,YR2018,Uruguay,URY,17277.97011,12,4,3008.20465,65.9881,106.01723,1749881,83.0483017,62.56790161,192702,136085,49.32444,56.23423,-45997,2.902036,98.85598,8.336000443,6.873000145,10.08899975,0.78438,99.86431,89.44221,23432
2018,YR2018,Thailand,THA,7273.563207,9,6,13678.34,50.087995,99.77436,38907795,83.81269836,69.89360046,2701172,1824392,40.23322,57.64753792,987,1.12305875,98.70497,0.765999973,0.783999979,0.742999971,4.61786,98.23487,74.98642,126483
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
